Kod_stacji,Nazwa_stacji,Rok,Miesiąc,Miesięczna_suma_opadów_[mm],Status_pomiaru_SUMM,Liczba_dni_z_opadem_śniegu,Status_pomiaru_LDS,Opad_maksymalny_[mm],Status_pomiaru_MAXO,Dzień_pierwszy_wystąpienia_opadu_maksymalnego,Dzień_ostatni_wystąpienia_opadu_maksymalnego,Liczba_dni_z_pokrywą_śnieżną,Status_pomiaru_LDPS,Region
250160420,PASTERKA,2007,01,113.9,,10,,20.8,,18,,0,8,PL-PK
250160420,PASTERKA,2007,02,49.4,,7,,8.4,,07,,0,8,PL-PK
250160420,PASTERKA,2007,03,56.4,,7,,11.3,,20,,0,8,PL-PK
250160420,PASTERKA,2007,04,12.0,,0,,5.8,,24,,0,8,PL-PK
250160420,PASTERKA,2007,05,53.7,,0,,15.6,,15,,0,8,PL-PK
250160420,PASTERKA,2007,06,125.0,,0,,51.8,,21,,0,8,PL-PK
250160420,PASTERKA,2007,07,142.6,,0,,30.3,,10,,0,8,PL-PK
250160420,PASTERKA,2007,08,88.8,,0,,19.2,,10,,0,8,PL-PK
250160420,PASTERKA,2007,09,182.1,,0,,32.6,,06,,0,8,PL-PK
250160420,PASTERKA,2007,10,75.9,,4,,15.1,,19,,0,8,PL-PK
250160420,PASTERKA,2007,11,112.1,,12,,20.4,,04,,0,8,PL-PK
250160420,PASTERKA,2007,12,54.8,,6,,15.1,,07,,0,8,PL-PK
251170040,SZELEJEWO,2007,01,67.0,,6,,9.3,,24,,0,8,PL-KP
251170040,SZELEJEWO,2007,02,48.8,,7,,9.6,,15,,0,8,PL-KP
251170040,SZELEJEWO,2007,03,39.3,,0,,8.1,,20,,0,8,PL-KP
251170040,SZELEJEWO,2007,04,8.5,,0,,2.0,,09,,0,8,PL-KP
251170040,SZELEJEWO,2007,05,68.3,,0,,12.6,,15,,0,8,PL-KP
251170040,SZELEJEWO,2007,06,89.5,,0,,37.8,,21,,0,8,PL-KP
251170040,SZELEJEWO,2007,07,114.9,,0,,33.2,,02,,0,8,PL-KP
251170040,SZELEJEWO,2007,08,69.2,,0,,45.3,,10,,0,8,PL-KP
251170040,SZELEJEWO,2007,09,28.9,,0,,9.4,,10,,0,8,PL-KP
251170040,SZELEJEWO,2007,10,14.8,,0,,5.2,,23,,0,8,PL-KP
