Kod_stacji,Nazwa_stacji,Rok,Miesiąc,Miesięczna_suma_opadów_[mm],Status_pomiaru_SUMM,Liczba_dni_z_opadem_śniegu,Status_pomiaru_LDS,Opad_maksymalny_[mm],Status_pomiaru_MAXO,Dzień_pierwszy_wystąpienia_opadu_maksymalnego,Dzień_ostatni_wystąpienia_opadu_maksymalnego,Liczba_dni_z_pokrywą_śnieżną,Status_pomiaru_LDPS,Region
250160420,PASTERKA,2011,01,97.0,,14,,12.5,,09,,0,,PL-PK
250160420,PASTERKA,2011,02,7.9,,7,,2.8,,04,,0,,PL-PK
250160420,PASTERKA,2011,03,34.1,,5,,11.8,,17,,0,,PL-PK
250160420,PASTERKA,2011,04,44.2,,2,,14.1,,25,,0,,PL-PK
250160420,PASTERKA,2011,05,82.7,,1,,26.5,,03,,0,,PL-PK
250160420,PASTERKA,2011,06,71.2,,0,,23.5,,22,,0,,PL-PK
250160420,PASTERKA,2011,07,209.0,,0,,76.5,,21,,0,,PL-PK
250160420,PASTERKA,2011,08,63.1,,0,,17.5,,19,,0,,PL-PK
250160420,PASTERKA,2011,09,107.5,,0,,38.7,,05,,0,,PL-PK
250160420,PASTERKA,2011,10,61.4,,0,,11.6,,19,,0,,PL-PK
250160420,PASTERKA,2011,11,.3,,0,,.2,,30,,0,,PL-PK
250160420,PASTERKA,2011,12,104.4,,12,,20.2,,09,,0,,PL-PK
251170040,SZELEJEWO,2011,01,31.5,,3,,6.8,,14,,0,,PL-KP
251170040,SZELEJEWO,2011,02,22.5,,4,,4.2,,06,,0,,PL-KP
251170040,SZELEJEWO,2011,03,29.5,,0,,21.4,,17,,0,,PL-KP
251170040,SZELEJEWO,2011,04,12.2,,0,,7.2,,04,,0,,PL-KP
251170040,SZELEJEWO,2011,05,17.2,,0,,5.4,,12,,0,,PL-KP
251170040,SZELEJEWO,2011,06,75.9,,0,,27.8,,01,,0,,PL-KP
251170040,SZELEJEWO,2011,07,108.7,,0,,24.2,,21,,0,,PL-KP
251170040,SZELEJEWO,2011,08,51.7,,0,,24.8,,24,,0,,PL-KP
251170040,SZELEJEWO,2011,09,24.5,,0,,9.6,,05,,0,,PL-KP
251170040,SZELEJEWO,2011,10,34.3,,0,,12.6,,10,,0,,PL-KP
251170040,SZELEJEWO,2011,11,.7,,0,,.4,,25,,0,,PL-KP
251170040,SZELEJEWO,2011,12,34.8,,1,,8.6,,07,,0,,PL-KP
251210210,GRABOWIEC,2011,01,25.9,,11,,4.3,,19,,0,,PL-ZP
251210210,GRABOWIEC,2011,02,20.0,,14,,5.4,,11,,0,,PL-ZP
251210210,GRABOWIEC,2011,03,22.4,,4,,9.0,,18,,0,,PL-ZP
251210210,GRABOWIEC,2011,04,28.9,,0,,11.3,,11,,0,,PL-ZP
251210210,GRABOWIEC,2011,05,65.1,,1,,27.7,,28,,0,,PL-ZP
251210210,GRABOWIEC,2011,06,47.6,,0,,14.9,,18,,0,,PL-ZP
251210210,GRABOWIEC,2011,07,283.7,,0,,60.7,,26,,0,,PL-ZP
251210210,GRABOWIEC,2011,08,48.0,,0,,23.7,,06,,0,,PL-ZP
251210210,GRABOWIEC,2011,09,3.4,,0,,2.5,,08,,0,,PL-ZP
251210210,GRABOWIEC,2011,10,21.0,,0,,6.0,,07,,0,,PL-ZP
251210210,GRABOWIEC,2011,11,.1,,0,,.1,,26,,0,,PL-ZP
251210210,GRABOWIEC,2011,12,34.0,,6,,7.1,,04,,0,,PL-ZP
252150020,DOBIEGNIEW,2011,01,29.7,,5,,7.2,,15,,0,,PL-LB
252150020,DOBIEGNIEW,2011,02,42.9,,5,,21.6,,05,,0,,PL-LB
252150020,DOBIEGNIEW,2011,03,22.1,,1,,15.1,,17,,0,,PL-LB
252150020,DOBIEGNIEW,2011,04,8.2,,0,,2.3,,03,,0,,PL-LB
252150020,DOBIEGNIEW,2011,05,17.6,,0,,6.0,,12,,0,,PL-LB
252150020,DOBIEGNIEW,2011,06,33.5,,0,,6.7,,16,30,0,,PL-LB
252150020,DOBIEGNIEW,2011,07,186.5,,0,,45.5,,20,,0,,PL-LB
252150020,DOBIEGNIEW,2011,08,43.0,,0,,7.8,,05,,0,,PL-LB
252150020,DOBIEGNIEW,2011,09,62.8,,0,,28.0,,11,,0,,PL-LB
252150020,DOBIEGNIEW,2011,10,27.5,,0,,8.2,,11,,0,,PL-LB
252150020,DOBIEGNIEW,2011,11,1.3,,0,,.7,,26,,0,,PL-LB
252150020,DOBIEGNIEW,2011,12,73.6,,3,,17.5,,16,,0,,PL-LB
252150240,LASKI,2011,01,38.3,,11,,9.4,,14,,0,,PL-DS
252150240,LASKI,2011,02,15.9,,6,,6.0,,17,,0,,PL-DS
252150240,LASKI,2011,03,30.0,,1,,17.6,,17,,0,,PL-DS
252150240,LASKI,2011,04,11.5,,0,,3.6,,03,,0,,PL-DS
252150240,LASKI,2011,05,41.2,,0,,17.9,,02,,0,,PL-DS
252150240,LASKI,2011,06,28.7,,0,,9.8,,08,,0,,PL-DS
252150240,LASKI,2011,07,189.5,,0,,81.6,,21,,0,,PL-DS
