Kod_stacji,Nazwa_stacji,Rok,Miesiąc,Średnia_miesięczna_temperatura_[°C],Status_pomiaru_TEMP,Średnia_miesięczna_wilgotność_względna_[%],Status_pomiaru_WLGS,Średnia_miesięczna_prędkość_wiatru_[m/s],Status_pomiaru_FWS,Średnie_miesięczne_zachmurzenie_ogólne_[oktanty],Status_pomiaru_NOS,Region
250200220,SIELEC,2004,11,3.2,,89.9,,3.6,,7.9,,PL-PM
250200220,SIELEC,2004,12,.4,,89.9,,2.7,,7.8,,PL-PM
250200230,BORUSOWA,2004,01,-5.4,,.0,8,.0,8,6.5,,PL-DS
250200230,BORUSOWA,2004,02,-.3,,.0,8,.0,8,6.4,,PL-DS
250200230,BORUSOWA,2004,03,2.6,,.0,8,.0,8,4.8,,PL-DS
250200230,BORUSOWA,2004,04,8.6,,.0,8,.0,8,3.5,,PL-DS
250200230,BORUSOWA,2004,05,12.3,,.0,8,.0,8,4.9,,PL-DS
250200230,BORUSOWA,2004,06,16.3,,.0,8,.0,8,3.9,,PL-DS
250200230,BORUSOWA,2004,07,18.1,,.0,8,.0,8,4.8,,PL-DS
250200230,BORUSOWA,2004,08,18.4,,.0,8,.0,8,3.4,,PL-DS
250200230,BORUSOWA,2004,09,12.4,,.0,8,.0,8,3.4,,PL-DS
250200230,BORUSOWA,2004,10,9.3,,.0,8,.0,8,4.4,,PL-DS
250200230,BORUSOWA,2004,11,.0,8,.0,8,.0,8,6.8,,PL-DS
250200230,BORUSOWA,2004,12,.0,8,.0,8,.0,8,6.2,,PL-DS
251150080,GRABIK,2004,01,-2.9,,87.6,,.8,,5.3,,PL-OP
251150080,GRABIK,2004,02,1.4,,90.5,,1.3,,6.4,,PL-OP
251150080,GRABIK,2004,03,3.9,,84.2,,.8,,4.9,,PL-OP
251150080,GRABIK,2004,04,9.1,,70.2,,1.0,,3.5,,PL-OP
251150080,GRABIK,2004,05,12.2,,73.1,,1.0,,4.4,,PL-OP
251150080,GRABIK,2004,06,15.9,,71.2,,.8,,4.1,,PL-OP
251150080,GRABIK,2004,07,17.8,,72.1,,.7,,4.5,,PL-OP
251150080,GRABIK,2004,08,19.4,,68.9,,.5,,3.7,,PL-OP
251150080,GRABIK,2004,09,13.9,,74.1,,.6,,3.4,,PL-OP
251150080,GRABIK,2004,10,9.7,,83.5,,.5,,4.4,,PL-OP
251150080,GRABIK,2004,11,3.9,,90.2,,.7,,5.8,,PL-OP
251150080,GRABIK,2004,12,1.1,,91.0,,.5,,5.4,,PL-OP
251150250,ZGORZELEC,2004,01,-2.8,,82.2,,3.4,,6.1,,PL-MA
251150250,ZGORZELEC,2004,02,1.9,,81.2,,3.7,,6.8,,PL-MA
251150250,ZGORZELEC,2004,03,4.0,,79.0,,3.3,,6.0,,PL-MA
251150250,ZGORZELEC,2004,04,8.9,,74.1,,2.5,,5.2,,PL-MA
251150250,ZGORZELEC,2004,05,11.9,,73.9,,2.5,,6.0,,PL-MA
251150250,ZGORZELEC,2004,06,16.0,,73.3,,2.7,,6.0,,PL-MA
251150250,ZGORZELEC,2004,07,17.7,,73.2,,2.2,,5.5,,PL-MA
251150250,ZGORZELEC,2004,08,18.5,,72.1,,2.2,,4.6,,PL-MA
251150250,ZGORZELEC,2004,09,13.5,,75.3,,2.6,,4.6,,PL-MA
251150250,ZGORZELEC,2004,10,9.6,,82.8,,2.6,,5.2,,PL-MA
251150250,ZGORZELEC,2004,11,4.4,,87.4,,3.2,,7.1,,PL-MA
251150250,ZGORZELEC,2004,12,1.1,,86.7,,3.6,,5.9,,PL-MA
251160150,POLKOWICE DOLNE,2004,01,-2.5,,86.0,,2.1,,6.7,,PL-PK
251160150,POLKOWICE DOLNE,2004,02,2.0,,87.0,,2.9,,6.6,,PL-PK
251160150,POLKOWICE DOLNE,2004,03,4.5,,81.8,,2.8,,6.0,,PL-PK
251160150,POLKOWICE DOLNE,2004,04,9.6,,75.0,,2.8,,4.9,,PL-PK
251160150,POLKOWICE DOLNE,2004,05,12.5,,76.0,,2.8,,5.1,,PL-PK
251160150,POLKOWICE DOLNE,2004,06,15.9,,77.1,,2.9,,5.2,,PL-PK
251160150,POLKOWICE DOLNE,2004,07,18.0,,75.6,,2.1,,4.8,,PL-PK
251160150,POLKOWICE DOLNE,2004,08,19.2,,74.1,,1.5,,4.6,,PL-PK
251160150,POLKOWICE DOLNE,2004,09,13.9,,79.6,,1.5,,4.3,,PL-PK
251160150,POLKOWICE DOLNE,2004,10,10.0,,84.6,,1.8,,5.1,,PL-PK
251160150,POLKOWICE DOLNE,2004,11,3.9,,94.0,,2.1,,6.6,,PL-PK
251160150,POLKOWICE DOLNE,2004,12,1.4,,89.2,,1.4,,5.7,,PL-PK
252200150,WARSZAWA-BIELANY,2004,01,-4.4,,83.4,,2.0,,6.8,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,02,.4,,79.5,,2.5,,6.1,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,03,4.1,,76.4,,2.5,,5.7,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,04,9.1,,63.8,,2.0,,3.8,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,05,12.8,,68.4,,2.0,,5.2,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,06,16.6,,66.1,,2.1,,5.5,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,07,18.4,,73.0,,1.7,,5.5,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,08,19.3,,73.3,,1.4,,4.8,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,09,13.8,,74.7,,1.6,,4.4,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,10,10.4,,81.6,,1.8,,5.3,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,11,4.0,,87.7,,2.4,,7.1,,PL-MZ
252200150,WARSZAWA-BIELANY,2004,12,2.2,,87.8,,2.3,,7.3,,PL-MZ
253150190,PRZELEWICE,2004,01,-3.4,,.0,8,2.6,,7.3,,PL-PD
253150190,PRZELEWICE,2004,02,1.6,,.0,8,3.7,,7.3,,PL-PD
253150190,PRZELEWICE,2004,03,4.1,,.0,8,3.2,,7.1,,PL-PD
253150190,PRZELEWICE,2004,04,8.8,,.0,8,1.7,,6.7,,PL-PD
253150190,PRZELEWICE,2004,05,12.4,,.0,8,2.4,,7.0,,PL-PD
253150190,PRZELEWICE,2004,06,15.3,,.0,8,2.0,,7.3,,PL-PD
253150190,PRZELEWICE,2004,07,17.2,,.0,8,1.8,,7.1,,PL-PD
253150190,PRZELEWICE,2004,08,18.9,,.0,8,1.6,,6.9,,PL-PD
253150190,PRZELEWICE,2004,09,13.6,,.0,8,2.0,,7.4,,PL-PD
253150190,PRZELEWICE,2004,10,9.4,,.0,8,1.7,,7.5,,PL-PD
253150190,PRZELEWICE,2004,11,4.1,,.0,8,2.8,,7.7,,PL-PD
253150190,PRZELEWICE,2004,12,2.2,,.0,8,3.1,,7.8,,PL-PD
253190070,PRABUTY,2004,01,-6.0,,88.8,,2.4,,5.5,,PL-SL
253190070,PRABUTY,2004,02,-.3,,88.6,,2.6,,5.9,,PL-SL
253190070,PRABUTY,2004,03,2.7,,87.1,,2.9,,5.2,,PL-SL
253190070,PRABUTY,2004,04,7.8,,75.0,,2.5,,3.6,,PL-SL
253190070,PRABUTY,2004,05,11.2,,79.5,,2.9,,4.6,,PL-SL
253190070,PRABUTY,2004,06,14.8,,77.8,,2.3,,4.6,,PL-SL
253190070,PRABUTY,2004,07,16.5,,86.3,,2.2,,4.6,,PL-SL
253190070,PRABUTY,2004,08,18.5,,84.0,,2.2,,4.3,,PL-SL
253190070,PRABUTY,2004,09,12.8,,86.9,,2.2,,4.7,,PL-SL
253190070,PRABUTY,2004,10,9.0,,89.0,,2.5,,5.0,,PL-SL
253190070,PRABUTY,2004,11,3.0,,91.0,,2.6,,6.0,,PL-SL
253190070,PRABUTY,2004,12,1.4,,93.0,,2.5,,6.6,,PL-SL
253190220,LIDZBARK,2004,01,-6.4,,.0,8,1.7,,6.7,,PL-KP
253190220,LIDZBARK,2004,02,-.9,,.0,8,2.0,,5.3,,PL-KP
253190220,LIDZBARK,2004,03,2.1,,.0,8,2.6,,6.1,,PL-KP
253190220,LIDZBARK,2004,04,7.4,,.0,8,1.6,,4.0,,PL-KP
253190220,LIDZBARK,2004,05,11.2,,.0,8,2.5,,4.7,,PL-KP
253190220,LIDZBARK,2004,06,14.6,,.0,8,2.3,,5.8,,PL-KP
253190220,LIDZBARK,2004,07,16.5,,.0,8,2.0,,4.5,,PL-KP
253190220,LIDZBARK,2004,08,17.9,,.0,8,2.1,,5.0,,PL-KP
253190220,LIDZBARK,2004,09,12.4,,.0,8,2.4,,4.6,,PL-KP
253190220,LIDZBARK,2004,10,8.5,,.0,8,2.1,,6.0,,PL-KP
253190220,LIDZBARK,2004,11,2.8,,.0,8,2.8,,6.1,,PL-KP
253190220,LIDZBARK,2004,12,1.2,,.0,8,1.6,,7.0,,PL-KP
253210210,MYSZYNIEC,2004,01,-7.0,,.0,8,.0,8,4.4,,PL-LB
253210210,MYSZYNIEC,2004,02,-1.3,,.0,8,.0,8,5.0,,PL-LB
253210210,MYSZYNIEC,2004,03,2.2,,.0,8,.0,8,4.3,,PL-LB
253210210,MYSZYNIEC,2004,04,7.0,,.0,8,.0,8,3.1,,PL-LB
253210210,MYSZYNIEC,2004,05,10.8,,.0,8,.0,8,3.9,,PL-LB
253210210,MYSZYNIEC,2004,06,14.5,,.0,8,.0,8,3.5,,PL-LB
253210210,MYSZYNIEC,2004,07,16.7,,.0,8,.0,8,3.0,,PL-LB
253210210,MYSZYNIEC,2004,08,17.9,,.0,8,.0,8,3.3,,PL-LB
253210210,MYSZYNIEC,2004,09,11.9,,.0,8,.0,8,3.9,,PL-LB
253210210,MYSZYNIEC,2004,10,8.7,,.0,8,.0,8,4.3,,PL-LB
253210210,MYSZYNIEC,2004,11,2.2,,.0,8,.0,8,5.6,,PL-LB
253210210,MYSZYNIEC,2004,12,1.1,,.0,8,.0,8,5.6,,PL-LB
254160110,MIASTKO,2004,01,-6.7,,82.1,,1.4,,7.9,,PL-LD
254160110,MIASTKO,2004,02,-.5,,85.6,,1.6,,7.3,,PL-LD
254160110,MIASTKO,2004,03,2.4,,79.6,,1.9,,7.1,,PL-LD
254160110,MIASTKO,2004,04,7.3,,74.4,,1.5,,5.3,,PL-LD
254160110,MIASTKO,2004,05,10.9,,71.5,,1.8,,5.5,,PL-LD
254160110,MIASTKO,2004,06,13.7,,71.9,,2.0,,5.5,,PL-LD
254160110,MIASTKO,2004,07,15.7,,76.6,,1.8,,5.9,,PL-LD
254160110,MIASTKO,2004,08,17.8,,76.4,,1.5,,5.6,,PL-LD
254160110,MIASTKO,2004,09,12.7,,79.3,,1.7,,6.1,,PL-LD
254160110,MIASTKO,2004,10,8.6,,84.2,,1.5,,7.0,,PL-LD
254160110,MIASTKO,2004,11,2.9,,88.1,,2.0,,7.6,,PL-LD
254160110,MIASTKO,2004,12,1.4,,89.9,,1.7,,7.5,,PL-LD
254180010,ROZEWIE,2004,01,-3.4,,87.1,,6.3,,5.1,,PL-WP
254180010,ROZEWIE,2004,02,.9,,84.9,,6.8,,6.0,,PL-WP
254180010,ROZEWIE,2004,03,3.0,,84.6,,6.8,,5.5,,PL-WP
254180010,ROZEWIE,2004,04,6.3,,82.5,,4.7,,3.6,,PL-WP
254180010,ROZEWIE,2004,05,9.9,,85.7,,5.8,,4.4,,PL-WP
254180010,ROZEWIE,2004,06,13.6,,90.1,,5.9,,4.4,,PL-WP
254180010,ROZEWIE,2004,07,15.5,,87.5,,4.8,,5.0,,PL-WP
254180010,ROZEWIE,2004,08,18.1,,86.0,,4.4,,3.8,,PL-WP
254180010,ROZEWIE,2004,09,13.8,,83.3,,5.7,,4.6,,PL-WP
254180010,ROZEWIE,2004,10,10.0,,87.0,,5.9,,5.5,,PL-WP
254180010,ROZEWIE,2004,11,4.8,,85.5,,6.7,,5.7,,PL-WP
254180010,ROZEWIE,2004,12,3.0,,89.8,,7.1,,6.1,,PL-WP
254180170,LISEWO,2004,01,-5.5,,.0,8,.0,8,6.3,,PL-ZP
254180170,LISEWO,2004,02,.3,,.0,8,.0,8,6.0,,PL-ZP
254180170,LISEWO,2004,03,3.2,,.0,8,.0,8,5.2,,PL-ZP
254180170,LISEWO,2004,04,7.6,,.0,8,.0,8,3.2,,PL-ZP
254180170,LISEWO,2004,05,11.7,,.0,8,.0,8,4.1,,PL-ZP
254180170,LISEWO,2004,06,15.1,,.0,8,.0,8,4.2,,PL-ZP
254180170,LISEWO,2004,07,16.6,,.0,8,.0,8,4.3,,PL-ZP
254180170,LISEWO,2004,08,18.8,,.0,8,.0,8,3.8,,PL-ZP
254180170,LISEWO,2004,09,13.7,,.0,8,.0,8,4.2,,PL-ZP
254180170,LISEWO,2004,10,9.3,,.0,8,.0,8,5.5,,PL-ZP
254180170,LISEWO,2004,11,3.4,,.0,8,.0,8,5.8,,PL-ZP
254180170,LISEWO,2004,12,2.0,,.0,8,.0,8,6.3,,PL-ZP
254220090,OLECKO,2004,01,-7.1,,.0,8,.0,8,6.7,,PL-LU
254220090,OLECKO,2004,02,-2.0,,.0,8,.0,8,6.4,,PL-LU
254220090,OLECKO,2004,03,1.5,,.0,8,.0,8,6.1,,PL-LU
254220090,OLECKO,2004,04,7.7,,.0,8,.0,8,3.4,,PL-LU
254220090,OLECKO,2004,05,10.7,,.0,8,.0,8,5.2,,PL-LU
254220090,OLECKO,2004,06,14.2,,.0,8,.0,8,5.3,,PL-LU
254220090,OLECKO,2004,07,16.5,,.0,8,.0,8,5.0,,PL-LU
254220090,OLECKO,2004,08,18.2,,.0,8,.0,8,.0,8,PL-LU
254220090,OLECKO,2004,09,12.6,,.0,8,.0,8,5.2,,PL-LU
254220090,OLECKO,2004,10,8.4,,.0,8,.0,8,6.2,,PL-LU
254220090,OLECKO,2004,11,1.8,,.0,8,.0,8,6.7,,PL-LU
254220090,OLECKO,2004,12,.8,,.0,8,.0,8,7.4,,PL-LU
