Kod_stacji,Nazwa_stacji,Rok,Miesiąc,Miesięczna_suma_opadów_[mm],Status_pomiaru_SUMM,Liczba_dni_z_opadem_śniegu,Status_pomiaru_LDS,Opad_maksymalny_[mm],Status_pomiaru_MAXO,Dzień_pierwszy_wystąpienia_opadu_maksymalnego,Dzień_ostatni_wystąpienia_opadu_maksymalnego,Liczba_dni_z_pokrywą_śnieżną,Status_pomiaru_LDPS,Region
250160420,PASTERKA,2010,01,61.7,,13,,12.0,,28,,0,8,PL-PK
250160420,PASTERKA,2010,02,66.9,,9,,12.6,,19,,0,8,PL-PK
250160420,PASTERKA,2010,03,74.5,,14,,10.7,,14,,0,8,PL-PK
250160420,PASTERKA,2010,04,90.5,,3,,26.5,,01,,0,8,PL-PK
250160420,PASTERKA,2010,05,140.7,,0,,19.6,,30,,0,8,PL-PK
250160420,PASTERKA,2010,06,62.8,,0,,23.1,,02,,0,8,PL-PK
250160420,PASTERKA,2010,07,74.7,,0,,19.5,,17,,0,8,PL-PK
250160420,PASTERKA,2010,08,216.2,,0,,43.5,,02,,0,8,PL-PK
250160420,PASTERKA,2010,09,122.1,,0,,38.2,,26,,0,8,PL-PK
250160420,PASTERKA,2010,10,16.7,,2,,4.5,,20,,0,8,PL-PK
250160420,PASTERKA,2010,11,97.8,,6,,18.6,,08,,0,8,PL-PK
250160420,PASTERKA,2010,12,71.5,,19,,10.8,,11,,0,8,PL-PK
251170040,SZELEJEWO,2010,01,44.3,,9,,13.8,,02,,0,8,PL-KP
251170040,SZELEJEWO,2010,02,18.7,,3,,8.2,,02,,0,8,PL-KP
251170040,SZELEJEWO,2010,03,54.6,,3,,14.3,,31,,0,8,PL-KP
251170040,SZELEJEWO,2010,04,35.8,,0,,10.4,,26,,0,8,PL-KP
251170040,SZELEJEWO,2010,05,190.1,,0,,32.1,,12,,0,8,PL-KP
251170040,SZELEJEWO,2010,06,31.4,,0,,12.9,,08,,0,8,PL-KP
251170040,SZELEJEWO,2010,07,64.1,,0,,36.4,,23,,0,8,PL-KP
251170040,SZELEJEWO,2010,08,82.5,,0,,18.6,,03,,0,8,PL-KP
251170040,SZELEJEWO,2010,09,95.4,,0,,32.8,,27,,0,8,PL-KP
251170040,SZELEJEWO,2010,10,6.9,,0,,4.2,,20,,0,8,PL-KP
251170040,SZELEJEWO,2010,11,110.4,,1,,13.9,,22,,0,8,PL-KP
251170040,SZELEJEWO,2010,12,64.1,,14,,13.4,,27,,0,8,PL-KP
251210210,GRABOWIEC,2010,01,30.0,,19,,8.0,,08,,0,8,PL-ZP
251210210,GRABOWIEC,2010,02,31.0,,12,,5.7,,19,,0,8,PL-ZP
251210210,GRABOWIEC,2010,03,30.4,,7,,8.0,,13,,0,8,PL-ZP
251210210,GRABOWIEC,2010,04,18.8,,0,,6.2,,19,,0,8,PL-ZP
251210210,GRABOWIEC,2010,05,109.7,,0,,26.1,,20,,0,8,PL-ZP
251210210,GRABOWIEC,2010,06,42.1,,0,,10.7,,14,,0,8,PL-ZP
251210210,GRABOWIEC,2010,07,104.8,,0,,24.0,,27,,0,8,PL-ZP
251210210,GRABOWIEC,2010,08,116.3,,0,,38.7,,31,,0,8,PL-ZP
251210210,GRABOWIEC,2010,09,86.3,,0,,25.1,,01,,0,8,PL-ZP
251210210,GRABOWIEC,2010,10,5.1,,0,,2.6,,19,,0,8,PL-ZP
251210210,GRABOWIEC,2010,11,71.9,,3,,16.9,,29,,0,8,PL-ZP
251210210,GRABOWIEC,2010,12,41.1,,16,,7.5,,01,,0,8,PL-ZP
252150020,DOBIEGNIEW,2010,01,40.3,,11,,10.0,,27,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,02,29.9,,9,,9.1,,02,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,03,47.2,,4,,6.6,,31,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,04,23.9,,0,,17.8,,26,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,05,78.0,,0,,23.0,,18,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,06,3.5,,0,,3.5,,07,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,07,82.3,,0,,35.5,,23,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,08,173.3,,0,,26.0,,16,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,09,73.4,,0,,14.6,,14,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,10,26.8,,0,,14.6,,16,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,11,102.2,,4,,24.0,,04,,0,8,PL-LB
252150020,DOBIEGNIEW,2010,12,69.3,,19,,15.5,,24,,0,8,PL-LB
252150240,LASKI,2010,01,44.1,,17,,9.1,,27,,0,8,PL-DS
252150240,LASKI,2010,02,20.4,,11,,6.0,,02,,0,8,PL-DS
252150240,LASKI,2010,03,51.1,,6,,13.5,,14,,0,8,PL-DS
252150240,LASKI,2010,04,23.4,,1,,15.8,,26,,0,8,PL-DS
252150240,LASKI,2010,05,85.1,,0,,17.9,,02,,0,8,PL-DS
252150240,LASKI,2010,06,55.4,,0,,53.7,,08,,0,8,PL-DS
252150240,LASKI,2010,07,83.3,,0,,34.4,,23,,0,8,PL-DS
252150240,LASKI,2010,08,121.9,,0,,22.3,,22,,0,8,PL-DS
252150240,LASKI,2010,09,99.8,,0,,25.0,,27,,0,8,PL-DS
252150240,LASKI,2010,10,15.5,,0,,6.8,,20,,0,8,PL-DS
252150240,LASKI,2010,11,128.1,,6,,19.3,,13,,0,8,PL-DS
252150240,LASKI,2010,12,90.5,,23,,11.9,,01,,0,8,PL-DS
252160210,KONOJAD,2010,01,31.7,,14,,7.4,,09,,0,8,PL-WP
252160210,KONOJAD,2010,02,20.0,,9,,5.9,,23,,0,8,PL-WP
252160210,KONOJAD,2010,03,47.0,,3,,14.5,,31,,0,8,PL-WP
252160210,KONOJAD,2010,04,26.5,,0,,10.0,,26,,0,8,PL-WP
252160210,KONOJAD,2010,05,77.6,,0,,15.8,,18,,0,8,PL-WP
252160210,KONOJAD,2010,06,9.4,,0,,4.8,,12,,0,8,PL-WP
252160210,KONOJAD,2010,07,85.1,,0,,34.8,,23,,0,8,PL-WP
252160210,KONOJAD,2010,08,112.0,,0,,24.3,,22,,0,8,PL-WP
252160210,KONOJAD,2010,09,82.1,,0,,27.9,,27,,0,8,PL-WP
252160210,KONOJAD,2010,10,7.3,,0,,5.6,,20,,0,8,PL-WP
252160210,KONOJAD,2010,11,107.3,,4,,17.1,,13,,0,8,PL-WP
252160210,KONOJAD,2010,12,68.2,,17,,10.1,,24,,0,8,PL-WP
252170010,ZALESIE,2010,01,34.2,,17,,4.9,,27,,0,8,PL-LU
252170010,ZALESIE,2010,02,17.2,,6,,7.1,,11,,0,8,PL-LU
252170010,ZALESIE,2010,03,49.0,,7,,10.8,,31,,0,8,PL-LU
252170010,ZALESIE,2010,04,42.6,,1,,26.1,,02,,0,8,PL-LU
252170010,ZALESIE,2010,05,81.8,,0,,20.2,,14,,0,8,PL-LU
252170010,ZALESIE,2010,06,13.7,,0,,7.6,,08,,0,8,PL-LU
252170010,ZALESIE,2010,07,92.1,,0,,40.9,,24,,0,8,PL-LU
252170010,ZALESIE,2010,08,155.6,,0,,25.2,,27,,0,8,PL-LU
252170010,ZALESIE,2010,09,71.3,,0,,21.8,,28,,0,8,PL-LU
252170010,ZALESIE,2010,10,2.6,,0,,1.3,,19,,0,8,PL-LU
252170010,ZALESIE,2010,11,100.0,,5,,23.4,,04,,0,8,PL-LU
252170010,ZALESIE,2010,12,66.7,,18,,9.9,,11,,0,8,PL-LU
252170050,BOBROWNIKI,2010,01,23.7,,16,,4.5,,09,,0,8,PL-LD
252170050,BOBROWNIKI,2010,02,19.6,,9,,5.2,,02,,0,8,PL-LD
252170050,BOBROWNIKI,2010,03,43.6,,10,,7.8,,31,,0,8,PL-LD
252170050,BOBROWNIKI,2010,04,37.3,,0,,21.7,,02,,0,8,PL-LD
252170050,BOBROWNIKI,2010,05,83.1,,0,,21.0,,18,,0,8,PL-LD
252170050,BOBROWNIKI,2010,06,12.5,,0,,4.5,,08,,0,8,PL-LD
252170050,BOBROWNIKI,2010,07,95.6,,0,,36.8,,24,,0,8,PL-LD
252170050,BOBROWNIKI,2010,08,138.0,,0,,29.0,,06,,0,8,PL-LD
252170050,BOBROWNIKI,2010,09,74.0,,0,,12.5,,28,,0,8,PL-LD
252170050,BOBROWNIKI,2010,10,6.0,,0,,2.1,,20,,0,8,PL-LD
252170050,BOBROWNIKI,2010,11,99.3,,5,,13.5,,05,,0,8,PL-LD
252170050,BOBROWNIKI,2010,12,48.4,,19,,10.0,,08,,0,8,PL-LD
252170070,SZELEJEWO,2010,01,28.3,,11,,11.2,,09,,0,8,PL-KP
252170070,SZELEJEWO,2010,02,13.2,,6,,4.0,,11,,0,8,PL-KP
252170070,SZELEJEWO,2010,03,35.1,,6,,8.6,,31,,0,8,PL-KP
252170070,SZELEJEWO,2010,04,41.1,,1,,21.4,,02,,0,8,PL-KP
252170070,SZELEJEWO,2010,05,78.1,,0,,21.2,,14,,0,8,PL-KP
252170070,SZELEJEWO,2010,06,28.5,,0,,11.8,,08,,0,8,PL-KP
252170070,SZELEJEWO,2010,07,129.1,,0,,55.6,,24,,0,8,PL-KP
252170070,SZELEJEWO,2010,08,120.0,,0,,20.5,,27,,0,8,PL-KP
252170070,SZELEJEWO,2010,09,56.6,,0,,17.5,,28,,0,8,PL-KP
252170070,SZELEJEWO,2010,10,4.6,,0,,1.8,,20,,0,8,PL-KP
252170070,SZELEJEWO,2010,11,102.8,,4,,17.5,,22,,0,8,PL-KP
252170070,SZELEJEWO,2010,12,43.6,,16,,6.7,,14,,0,8,PL-KP
252170090,TRZEMESZNO,2010,01,40.9,,15,,10.5,,09,,0,8,PL-SL
252170090,TRZEMESZNO,2010,02,23.1,,10,,5.4,,02,,0,8,PL-SL
252170090,TRZEMESZNO,2010,03,39.7,,7,,7.4,,13,,0,8,PL-SL
252170090,TRZEMESZNO,2010,04,47.2,,3,,21.2,,02,,0,8,PL-SL
252170090,TRZEMESZNO,2010,05,102.6,,0,,26.3,,18,,0,8,PL-SL
252170090,TRZEMESZNO,2010,06,39.4,,0,,14.2,,18,,0,8,PL-SL
252170090,TRZEMESZNO,2010,07,113.6,,0,,37.2,,28,,0,8,PL-SL
252170090,TRZEMESZNO,2010,08,128.1,,0,,28.2,,22,,0,8,PL-SL
252170090,TRZEMESZNO,2010,09,66.0,,0,,17.2,,28,,0,8,PL-SL
252170090,TRZEMESZNO,2010,10,6.4,,0,,2.1,,20,,0,8,PL-SL
252170090,TRZEMESZNO,2010,11,135.5,,2,,18.6,,22,,0,8,PL-SL
252170090,TRZEMESZNO,2010,12,71.5,,17,,19.6,,11,,0,8,PL-SL
252180030,CZERNIKOWO,2010,01,61.4,,16,,18.5,,09,,0,8,PL-SK
252180030,CZERNIKOWO,2010,02,24.0,,11,,8.8,,11,,0,8,PL-SK
252180030,CZERNIKOWO,2010,03,51.6,,8,,7.2,,20,,0,8,PL-SK
252180030,CZERNIKOWO,2010,04,24.0,,1,,6.8,,02,,0,8,PL-SK
252180030,CZERNIKOWO,2010,05,123.3,,0,,38.6,,14,,0,8,PL-SK
252180030,CZERNIKOWO,2010,06,50.7,,0,,25.2,,18,,0,8,PL-SK
252180030,CZERNIKOWO,2010,07,154.6,,0,,43.2,,23,,0,8,PL-SK
252180030,CZERNIKOWO,2010,08,151.3,,0,,25.3,,16,,0,8,PL-SK
252180030,CZERNIKOWO,2010,09,53.3,,0,,13.9,,28,,0,8,PL-SK
252180030,CZERNIKOWO,2010,10,5.4,,0,,2.0,,26,,0,8,PL-SK
252180030,CZERNIKOWO,2010,11,147.1,,5,,29.0,,04,,0,8,PL-SK
252180030,CZERNIKOWO,2010,12,68.2,,17,,11.4,,11,,0,8,PL-SK
252180110,STRZELNO,2010,01,39.7,,15,,10.0,,09,,0,8,PL-OP
252180110,STRZELNO,2010,02,21.8,,9,,4.8,,02,,0,8,PL-OP
252180110,STRZELNO,2010,03,45.1,,5,,7.0,,13,,0,8,PL-OP
252180110,STRZELNO,2010,04,41.7,,0,,17.2,,02,,0,8,PL-OP
252180110,STRZELNO,2010,05,107.2,,0,,18.5,,18,,0,8,PL-OP
252180110,STRZELNO,2010,06,38.1,,0,,19.2,,18,,0,8,PL-OP
252180110,STRZELNO,2010,07,148.1,,0,,36.0,,28,,0,8,PL-OP
252180110,STRZELNO,2010,08,116.9,,0,,19.8,,22,,0,8,PL-OP
252180110,STRZELNO,2010,09,47.8,,0,,13.3,,28,,0,8,PL-OP
252180110,STRZELNO,2010,10,2.9,,0,,1.3,,21,,0,8,PL-OP
252180110,STRZELNO,2010,11,123.5,,4,,16.8,,22,,0,8,PL-OP
252180110,STRZELNO,2010,12,68.8,,15,,12.5,,24,,0,8,PL-OP
252200050,WINNICA,2010,01,42.8,,16,,14.2,,09,,0,8,PL-MZ
252200050,WINNICA,2010,02,42.3,,13,,10.3,,14,,0,8,PL-MZ
252200050,WINNICA,2010,03,24.8,,8,,6.6,,29,,0,8,PL-MZ
252200050,WINNICA,2010,04,13.1,,0,,4.5,,26,,0,8,PL-MZ
252200050,WINNICA,2010,05,193.9,,0,,48.6,,30,,0,8,PL-MZ
252200050,WINNICA,2010,06,58.5,,0,,27.2,,02,,0,8,PL-MZ
252200050,WINNICA,2010,07,74.2,,0,,22.5,,31,,0,8,PL-MZ
252200050,WINNICA,2010,08,114.0,,0,,23.1,,06,,0,8,PL-MZ
