Kod_stacji,Nazwa_stacji,Rok,Miesiąc,Miesięczna_suma_opadów_[mm],Status_pomiaru_SUMM,Liczba_dni_z_opadem_śniegu,Status_pomiaru_LDS,Opad_maksymalny_[mm],Status_pomiaru_MAXO,Dzień_pierwszy_wystąpienia_opadu_maksymalnego,Dzień_ostatni_wystąpienia_opadu_maksymalnego,Liczba_dni_z_pokrywą_śnieżną,Status_pomiaru_LDPS,Region
251170040,SZELEJEWO,2013,10,11.5,,0,,4.6,,20,,0,,PL-KP
251170040,SZELEJEWO,2013,11,42.4,,0,,7.6,,06,,0,,PL-KP
251170040,SZELEJEWO,2013,12,19.6,,2,,7.4,,08,,0,,PL-KP
251210210,GRABOWIEC,2013,01,54.1,,20,,12.9,,21,,0,,PL-ZP
251210210,GRABOWIEC,2013,02,28.7,,11,,7.3,,07,,0,,PL-ZP
251210210,GRABOWIEC,2013,03,63.9,,16,,19.6,,31,,0,,PL-ZP
251210210,GRABOWIEC,2013,04,34.4,,7,,15.0,,03,,0,,PL-ZP
251210210,GRABOWIEC,2013,05,95.0,,0,,26.8,,30,,0,,PL-ZP
251210210,GRABOWIEC,2013,06,119.6,,0,,28.1,,21,,0,,PL-ZP
251210210,GRABOWIEC,2013,07,24.0,,0,,12.3,,10,,0,,PL-ZP
251210210,GRABOWIEC,2013,08,4.5,,0,,2.5,,20,,0,,PL-ZP
251210210,GRABOWIEC,2013,09,58.3,,0,,12.8,,11,,0,,PL-ZP
251210210,GRABOWIEC,2013,10,4.4,,0,,1.3,,18,24,0,,PL-ZP
251210210,GRABOWIEC,2013,11,58.5,,2,,14.2,,05,,0,,PL-ZP
251210210,GRABOWIEC,2013,12,11.1,,4,,2.9,,05,,0,,PL-ZP
252150020,DOBIEGNIEW,2013,01,50.7,,11,,8.5,,29,,0,,PL-LB
252150020,DOBIEGNIEW,2013,02,35.7,,11,,10.4,,01,,0,,PL-LB
252150020,DOBIEGNIEW,2013,03,27.2,,8,,6.5,,10,,0,,PL-LB
252150020,DOBIEGNIEW,2013,04,22.1,,0,,6.8,,12,,0,,PL-LB
252150020,DOBIEGNIEW,2013,05,74.1,,0,,36.0,,25,,0,,PL-LB
252150020,DOBIEGNIEW,2013,06,104.2,,0,,51.0,,25,,0,,PL-LB
252150020,DOBIEGNIEW,2013,07,38.7,,0,,21.0,,29,,0,,PL-LB
252150020,DOBIEGNIEW,2013,08,36.0,,0,,10.5,,12,,0,,PL-LB
252150020,DOBIEGNIEW,2013,09,38.4,,0,,7.8,,02,,0,,PL-LB
252150020,DOBIEGNIEW,2013,10,25.4,,0,,7.7,,17,,0,,PL-LB
252150020,DOBIEGNIEW,2013,11,41.0,,0,,6.3,,29,,0,,PL-LB
252150020,DOBIEGNIEW,2013,12,31.3,,2,,9.2,,08,,0,,PL-LB
252150240,LASKI,2013,01,68.6,,11,,14.6,,29,,0,,PL-DS
252150240,LASKI,2013,02,42.4,,13,,5.0,,01,,0,,PL-DS
252150240,LASKI,2013,03,38.1,,14,,9.9,,18,,0,,PL-DS
252150240,LASKI,2013,04,16.6,,3,,7.3,,12,,0,,PL-DS
252150240,LASKI,2013,05,71.1,,0,,12.3,,10,30,0,,PL-DS
252150240,LASKI,2013,06,131.5,,0,,33.5,,25,,0,,PL-DS
252150240,LASKI,2013,07,41.0,,0,,23.3,,29,,0,,PL-DS
252150240,LASKI,2013,08,52.6,,0,,17.9,,06,,0,,PL-DS
252150240,LASKI,2013,09,43.3,,0,,7.8,,02,,0,,PL-DS
252150240,LASKI,2013,10,23.2,,0,,8.2,,20,,0,,PL-DS
252150240,LASKI,2013,11,56.1,,0,,8.9,,03,,0,,PL-DS
252150240,LASKI,2013,12,33.7,,4,,10.8,,08,,0,,PL-DS
252160210,KONOJAD,2013,01,60.5,,12,,8.0,,03,,0,,PL-WP
252160210,KONOJAD,2013,02,36.3,,16,,5.7,,23,,0,,PL-WP
252160210,KONOJAD,2013,03,42.6,,15,,10.7,,18,,0,,PL-WP
252160210,KONOJAD,2013,04,21.5,,3,,4.9,,30,,0,,PL-WP
252160210,KONOJAD,2013,05,77.2,,0,,36.5,,30,,0,,PL-WP
252160210,KONOJAD,2013,06,82.2,,0,,33.9,,25,,0,,PL-WP
252160210,KONOJAD,2013,07,43.1,,0,,31.0,,29,,0,,PL-WP
252160210,KONOJAD,2013,08,31.2,,0,,10.6,,06,,0,,PL-WP
252160210,KONOJAD,2013,09,55.1,,0,,22.1,,13,,0,,PL-WP
252160210,KONOJAD,2013,10,11.3,,0,,6.0,,20,,0,,PL-WP
252160210,KONOJAD,2013,11,38.2,,1,,7.9,,07,,0,,PL-WP
252160210,KONOJAD,2013,12,17.6,,3,,4.7,,08,,0,,PL-WP
252170010,ZALESIE,2013,01,53.9,,11,,6.7,,27,,0,,PL-LU
252170010,ZALESIE,2013,02,43.1,,11,,11.8,,18,,0,,PL-LU
252170010,ZALESIE,2013,03,20.9,,8,,5.7,,31,,0,,PL-LU
252170010,ZALESIE,2013,04,12.2,,3,,3.1,,16,,0,,PL-LU
252170010,ZALESIE,2013,05,85.1,,0,,17.1,,25,,0,,PL-LU
252170010,ZALESIE,2013,06,62.5,,0,,30.3,,25,,0,,PL-LU
252170010,ZALESIE,2013,07,44.3,,0,,24.8,,29,,0,,PL-LU
252170010,ZALESIE,2013,08,60.1,,0,,33.4,,20,,0,,PL-LU
252170010,ZALESIE,2013,09,54.3,,0,,9.1,,13,,0,,PL-LU
252170010,ZALESIE,2013,10,32.7,,0,,9.9,,13,,0,,PL-LU
252170010,ZALESIE,2013,11,38.5,,1,,5.2,,20,,0,,PL-LU
252170010,ZALESIE,2013,12,31.7,,5,,7.7,,08,,0,,PL-LU
252170050,BOBROWNIKI,2013,01,46.1,,14,,7.2,,29,,0,,PL-LD
252170050,BOBROWNIKI,2013,02,42.1,,13,,9.0,,01,,0,,PL-LD
252170050,BOBROWNIKI,2013,03,20.4,,10,,6.8,,10,,0,,PL-LD
252170050,BOBROWNIKI,2013,04,13.4,,2,,4.3,,18,,0,,PL-LD
252170050,BOBROWNIKI,2013,05,113.2,,0,,40.3,,30,,0,,PL-LD
252170050,BOBROWNIKI,2013,06,71.7,,0,,39.5,,25,,0,,PL-LD
252170050,BOBROWNIKI,2013,07,85.8,,0,,35.5,,29,,0,,PL-LD
252170050,BOBROWNIKI,2013,08,44.8,,0,,17.3,,03,,0,,PL-LD
252170050,BOBROWNIKI,2013,09,45.7,,0,,13.0,,13,,0,,PL-LD
252170050,BOBROWNIKI,2013,10,16.1,,0,,8.4,,17,,0,,PL-LD
252170050,BOBROWNIKI,2013,11,37.6,,1,,6.1,,07,,0,,PL-LD
252170050,BOBROWNIKI,2013,12,26.0,,3,,10.7,,08,,0,,PL-LD
252170070,SZELEJEWO,2013,01,48.0,,12,,6.0,,11,19,0,,PL-KP
252170070,SZELEJEWO,2013,02,35.6,,12,,6.0,,02,,0,,PL-KP
252170070,SZELEJEWO,2013,03,30.6,,9,,8.7,,10,,0,,PL-KP
252170070,SZELEJEWO,2013,04,12.9,,1,,3.2,,13,,0,,PL-KP
252170070,SZELEJEWO,2013,05,75.8,,0,,18.0,,30,,0,,PL-KP
252170070,SZELEJEWO,2013,06,67.5,,0,,28.5,,25,,0,,PL-KP
252170070,SZELEJEWO,2013,07,54.0,,0,,11.6,,02,,0,,PL-KP
252170070,SZELEJEWO,2013,08,54.4,,0,,22.5,,20,,0,,PL-KP
252170070,SZELEJEWO,2013,09,76.8,,0,,28.5,,13,,0,,PL-KP
252170070,SZELEJEWO,2013,10,16.5,,0,,7.3,,15,,0,,PL-KP
252170070,SZELEJEWO,2013,11,34.8,,2,,6.5,,07,,0,,PL-KP
252170070,SZELEJEWO,2013,12,29.9,,5,,7.8,,08,,0,,PL-KP
252170090,TRZEMESZNO,2013,01,73.9,,15,,6.6,,21,,0,,PL-SL
252170090,TRZEMESZNO,2013,02,44.6,,12,,6.2,,12,,0,,PL-SL
252170090,TRZEMESZNO,2013,03,42.3,,12,,10.5,,31,,0,,PL-SL
252170090,TRZEMESZNO,2013,04,17.1,,2,,5.6,,13,,0,,PL-SL
252170090,TRZEMESZNO,2013,05,89.7,,0,,26.3,,30,,0,,PL-SL
252170090,TRZEMESZNO,2013,06,112.6,,0,,53.2,,24,,0,,PL-SL
252170090,TRZEMESZNO,2013,07,54.5,,0,,9.8,,12,,0,,PL-SL
252170090,TRZEMESZNO,2013,08,63.0,,0,,16.4,,20,,0,,PL-SL
252170090,TRZEMESZNO,2013,09,77.5,,0,,26.4,,13,,0,,PL-SL
252170090,TRZEMESZNO,2013,10,16.9,,0,,6.3,,17,,0,,PL-SL
252170090,TRZEMESZNO,2013,11,48.8,,3,,6.8,,07,,0,,PL-SL
252170090,TRZEMESZNO,2013,12,38.6,,5,,11.5,,06,,0,,PL-SL
252180030,CZERNIKOWO,2013,01,66.9,,15,,9.5,,31,,0,,PL-SK
252180030,CZERNIKOWO,2013,02,43.0,,10,,9.5,,18,,0,,PL-SK
252180030,CZERNIKOWO,2013,03,43.6,,11,,12.2,,31,,0,,PL-SK
252180030,CZERNIKOWO,2013,04,24.1,,5,,5.6,,27,,0,,PL-SK
252180030,CZERNIKOWO,2013,05,67.4,,0,,15.9,,25,,0,,PL-SK
252180030,CZERNIKOWO,2013,06,79.5,,0,,30.2,,24,,0,,PL-SK
252180030,CZERNIKOWO,2013,07,37.5,,0,,23.8,,12,,0,,PL-SK
252180030,CZERNIKOWO,2013,08,56.2,,0,,22.2,,20,,0,,PL-SK
252180030,CZERNIKOWO,2013,09,82.8,,0,,37.8,,13,,0,,PL-SK
252180030,CZERNIKOWO,2013,10,8.3,,0,,7.1,,17,,0,,PL-SK
252180030,CZERNIKOWO,2013,11,32.6,,1,,5.5,,03,29,0,,PL-SK
252180030,CZERNIKOWO,2013,12,32.4,,4,,7.5,,06,,0,,PL-SK
252180110,STRZELNO,2013,01,59.6,,11,,5.7,,09,,0,,PL-OP
252180110,STRZELNO,2013,02,42.2,,13,,9.0,,18,,0,,PL-OP
252180110,STRZELNO,2013,03,38.3,,9,,13.5,,31,,0,,PL-OP
252180110,STRZELNO,2013,04,24.0,,1,,12.0,,27,,0,,PL-OP
252180110,STRZELNO,2013,05,79.1,,0,,17.1,,30,,0,,PL-OP
252180110,STRZELNO,2013,06,51.1,,0,,26.8,,24,,0,,PL-OP
252180110,STRZELNO,2013,07,38.3,,0,,12.8,,12,,0,,PL-OP
252180110,STRZELNO,2013,08,53.7,,0,,11.8,,08,,0,,PL-OP
252180110,STRZELNO,2013,09,89.6,,0,,31.0,,13,,0,,PL-OP
252180110,STRZELNO,2013,10,15.2,,0,,5.5,,17,,0,,PL-OP
252180110,STRZELNO,2013,11,49.0,,0,,7.5,,03,,0,,PL-OP
252180110,STRZELNO,2013,12,31.4,,5,,8.5,,06,,0,,PL-OP
252200050,WINNICA,2013,01,52.9,,16,,10.2,,30,,0,,PL-MZ
252200050,WINNICA,2013,02,39.0,,12,,13.0,,07,,0,,PL-MZ
252200050,WINNICA,2013,03,32.1,,11,,11.8,,31,,0,,PL-MZ
252200050,WINNICA,2013,04,61.0,,3,,18.1,,27,,0,,PL-MZ
252200050,WINNICA,2013,05,140.6,,0,,69.3,,24,,0,,PL-MZ
252200050,WINNICA,2013,06,86.2,,0,,19.8,,04,,0,,PL-MZ
252200050,WINNICA,2013,07,12.1,,0,,6.9,,13,,0,,PL-MZ
252200050,WINNICA,2013,08,88.5,,0,,37.1,,21,,0,,PL-MZ
252200050,WINNICA,2013,09,89.2,,0,,23.6,,13,,0,,PL-MZ
252200050,WINNICA,2013,10,8.2,,0,,4.1,,20,,0,,PL-MZ
252200050,WINNICA,2013,11,33.5,,0,,7.3,,03,,0,,PL-MZ
252200050,WINNICA,2013,12,30.0,,4,,8.4,,08,,0,,PL-MZ
252200160,ZIELONKI,2013,01,67.2,,21,,10.1,,30,,0,,PL-MA
252200160,ZIELONKI,2013,02,40.1,,10,,11.0,,07,,0,,PL-MA
252200160,ZIELONKI,2013,03,44.1,,13,,19.0,,31,,0,,PL-MA
252200160,ZIELONKI,2013,04,51.3,,4,,12.7,,27,,0,,PL-MA
252200160,ZIELONKI,2013,05,118.0,,0,,42.9,,24,,0,,PL-MA
252200160,ZIELONKI,2013,06,145.0,,0,,48.4,,09,,0,,PL-MA
252200160,ZIELONKI,2013,07,22.6,,0,,14.5,,13,,0,,PL-MA
252200160,ZIELONKI,2013,08,86.8,,0,,33.2,,09,,0,,PL-MA
252200160,ZIELONKI,2013,09,93.9,,0,,24.8,,17,,0,,PL-MA
252200160,ZIELONKI,2013,10,26.9,,0,,17.0,,20,,0,,PL-MA
252200160,ZIELONKI,2013,11,43.3,,0,,11.7,,24,,0,,PL-MA
252200160,ZIELONKI,2013,12,25.4,,5,,7.8,,08,,0,,PL-MA
252210110,LASKI,2013,01,47.9,,16,,8.2,,30,,0,,PL-DS
252210110,LASKI,2013,02,36.6,,10,,12.8,,07,,0,,PL-DS
252210110,LASKI,2013,03,38.0,,9,,16.5,,31,,0,,PL-DS
252210110,LASKI,2013,04,65.4,,3,,16.3,,03,,0,,PL-DS
252210110,LASKI,2013,05,106.9,,0,,40.9,,24,,0,,PL-DS
252210110,LASKI,2013,06,47.5,,0,,8.4,,08,,0,,PL-DS
252210110,LASKI,2013,07,26.4,,0,,13.2,,14,,0,,PL-DS
252210110,LASKI,2013,08,70.4,,0,,31.6,,21,,0,,PL-DS
252210110,LASKI,2013,09,89.1,,0,,29.1,,13,,0,,PL-DS
252210110,LASKI,2013,10,13.6,,0,,7.6,,20,,0,,PL-DS
252210110,LASKI,2013,11,46.4,,0,,11.3,,24,,0,,PL-DS
252210110,LASKI,2013,12,18.9,,5,,4.1,,08,,0,,PL-DS
253190090,DZIARNY,2013,01,42.3,,16,,7.8,,30,,0,,PL-WN
253190090,DZIARNY,2013,02,33.8,,12,,10.6,,18,,0,,PL-WN
253190090,DZIARNY,2013,03,40.2,,13,,12.1,,31,,0,,PL-WN
253190090,DZIARNY,2013,04,28.1,,6,,6.9,,04,,0,,PL-WN
253190090,DZIARNY,2013,05,67.8,,0,,16.9,,24,,0,,PL-WN
253190090,DZIARNY,2013,06,61.8,,0,,13.6,,09,25,0,,PL-WN
253190090,DZIARNY,2013,07,83.2,,0,,56.6,,12,,0,,PL-WN
253190090,DZIARNY,2013,08,38.4,,0,,7.6,,10,,0,,PL-WN
253190090,DZIARNY,2013,09,87.1,,0,,17.9,,02,,0,,PL-WN
253190090,DZIARNY,2013,10,18.4,,0,,5.7,,17,,0,,PL-WN
253190090,DZIARNY,2013,11,32.4,,2,,6.2,,03,,0,,PL-WN
253190090,DZIARNY,2013,12,35.9,,5,,7.5,,08,,0,,PL-WN
253190170,KOSTKOWO,2013,01,46.7,,14,,7.6,,09,,0,,PL-PM
253190170,KOSTKOWO,2013,02,29.3,,11,,8.6,,18,,0,,PL-PM
253190170,KOSTKOWO,2013,03,31.6,,9,,10.4,,31,,0,,PL-PM
253190170,KOSTKOWO,2013,04,33.0,,4,,8.2,,04,12,0,,PL-PM
253190170,KOSTKOWO,2013,05,55.3,,0,,15.7,,24,,0,,PL-PM
253190170,KOSTKOWO,2013,06,103.1,,0,,32.5,,21,,0,,PL-PM
253190170,KOSTKOWO,2013,07,69.9,,0,,49.8,,12,,0,,PL-PM
253190170,KOSTKOWO,2013,08,40.6,,0,,9.1,,10,,0,,PL-PM
253190170,KOSTKOWO,2013,09,95.3,,0,,30.0,,13,,0,,PL-PM
253190170,KOSTKOWO,2013,10,22.9,,0,,6.0,,17,20,0,,PL-PM
253190170,KOSTKOWO,2013,11,32.3,,2,,4.4,,02,,0,,PL-PM
253190170,KOSTKOWO,2013,12,27.9,,5,,8.1,,08,,0,,PL-PM
253210010,SIEDLISKA,2013,01,50.9,,11,,12.6,,30,,0,,PL-PD
253210010,SIEDLISKA,2013,02,34.6,,8,,10.0,,18,,0,,PL-PD
253210010,SIEDLISKA,2013,03,22.4,,9,,6.5,,31,,0,,PL-PD
253210010,SIEDLISKA,2013,04,37.6,,6,,9.2,,04,,0,,PL-PD
253210010,SIEDLISKA,2013,05,63.6,,0,,13.2,,27,,0,,PL-PD
253210010,SIEDLISKA,2013,06,152.6,,0,,79.3,,25,,0,,PL-PD
253210010,SIEDLISKA,2013,07,41.9,,0,,15.6,,02,,0,,PL-PD
253210010,SIEDLISKA,2013,08,97.6,,0,,30.8,,10,,0,,PL-PD
253210010,SIEDLISKA,2013,09,147.2,,0,,23.3,,17,,0,,PL-PD
253210010,SIEDLISKA,2013,10,50.8,,0,,24.2,,21,,0,,PL-PD
253210010,SIEDLISKA,2013,11,34.9,,1,,13.1,,03,,0,,PL-PD
253210010,SIEDLISKA,2013,12,48.9,,6,,14.0,,06,,0,,PL-PD
