Kod_stacji,Nazwa_stacji,Rok,Miesiąc,Miesięczna_suma_opadów_[mm],Status_pomiaru_SUMM,Liczba_dni_z_opadem_śniegu,Status_pomiaru_LDS,Opad_maksymalny_[mm],Status_pomiaru_MAXO,Dzień_pierwszy_wystąpienia_opadu_maksymalnego,Dzień_ostatni_wystąpienia_opadu_maksymalnego,Liczba_dni_z_pokrywą_śnieżną,Status_pomiaru_LDPS,Region
249180020,WARSZOWICE,2015,01,67.2,,13,,10.3,,24,,0,,PL-MA
249180020,WARSZOWICE,2015,02,37.0,,5,,11.2,,09,,0,,PL-MA
249180020,WARSZOWICE,2015,03,39.4,,4,,5.8,,29,,0,,PL-MA
249180020,WARSZOWICE,2015,04,27.1,,5,,13.3,,28,,0,,PL-MA
249180020,WARSZOWICE,2015,05,84.8,,0,,18.3,,26,,0,,PL-MA
249180020,WARSZOWICE,2015,06,42.2,,0,,12.5,,21,,0,,PL-MA
249180020,WARSZOWICE,2015,07,42.2,,0,,8.2,,25,,0,,PL-MA
249180020,WARSZOWICE,2015,08,22.6,,0,,16.5,,16,,0,,PL-MA
249180020,WARSZOWICE,2015,09,34.5,,0,,11.1,,03,,0,,PL-MA
249180020,WARSZOWICE,2015,10,37.2,,2,,7.7,,16,,0,,PL-MA
249180020,WARSZOWICE,2015,11,82.2,,3,,20.5,,15,,0,,PL-MA
249180020,WARSZOWICE,2015,12,20.2,,0,,4.2,,09,,0,,PL-MA
249180080,OCHABY,2015,01,74.0,,11,,15.2,,30,,0,,PL-PK
249180080,OCHABY,2015,02,42.1,,4,,11.8,,09,,0,,PL-PK
249180080,OCHABY,2015,03,37.5,,3,,10.1,,27,,0,,PL-PK
249180080,OCHABY,2015,04,50.3,,6,,22.6,,28,,0,,PL-PK
249180080,OCHABY,2015,05,113.8,,0,,26.4,,20,,0,,PL-PK
249180080,OCHABY,2015,06,39.3,,0,,10.7,,02,,0,,PL-PK
249180080,OCHABY,2015,07,67.6,,0,,12.5,,16,,0,,PL-PK
249180080,OCHABY,2015,08,18.8,,0,,8.1,,15,,0,,PL-PK
249180080,OCHABY,2015,09,49.7,,0,,14.0,,03,,0,,PL-PK
249180080,OCHABY,2015,10,34.5,,2,,8.7,,16,,0,,PL-PK
249180080,OCHABY,2015,11,82.9,,1,,21.0,,20,,0,,PL-PK
249180080,OCHABY,2015,12,24.5,,0,,8.5,,11,,0,,PL-PK
251170040,SZELEJEWO,2015,01,48.1,,3,,6.2,,08,,0,,PL-KP
251170040,SZELEJEWO,2015,02,7.8,,5,,1.8,,07,,0,,PL-KP
251170040,SZELEJEWO,2015,03,59.0,,0,,9.8,,29,,0,,PL-KP
251170040,SZELEJEWO,2015,04,37.2,,0,,31.6,,27,,0,,PL-KP
251170040,SZELEJEWO,2015,05,17.5,,0,,4.8,,12,,0,,PL-KP
251170040,SZELEJEWO,2015,06,49.2,,0,,11.2,,08,,0,,PL-KP
251170040,SZELEJEWO,2015,07,67.8,,0,,16.2,,07,,0,,PL-KP
251170040,SZELEJEWO,2015,08,86.4,,0,,57.2,,15,,0,,PL-KP
251170040,SZELEJEWO,2015,09,33.0,,0,,8.2,,10,,0,,PL-KP
251170040,SZELEJEWO,2015,10,25.1,,0,,8.2,,15,,0,,PL-KP
251170040,SZELEJEWO,2015,11,61.3,,0,,13.4,,30,,0,,PL-KP
251170040,SZELEJEWO,2015,12,32.1,,0,,11.2,,12,,0,,PL-KP
251210210,GRABOWIEC,2015,01,44.7,,13,,11.0,,30,,0,,PL-ZP
251210210,GRABOWIEC,2015,02,14.7,,3,,8.1,,25,,0,,PL-ZP
251210210,GRABOWIEC,2015,03,45.6,,6,,12.0,,27,,0,,PL-ZP
251210210,GRABOWIEC,2015,04,32.4,,6,,6.4,,03,,0,,PL-ZP
251210210,GRABOWIEC,2015,05,121.7,,0,,27.7,,26,,0,,PL-ZP
251210210,GRABOWIEC,2015,06,32.7,,0,,13.9,,08,,0,,PL-ZP
251210210,GRABOWIEC,2015,07,53.5,,0,,20.8,,25,,0,,PL-ZP
251210210,GRABOWIEC,2015,08,10.1,,0,,4.5,,25,,0,,PL-ZP
251210210,GRABOWIEC,2015,09,137.1,,0,,51.2,,25,,0,,PL-ZP
251210210,GRABOWIEC,2015,10,43.1,,2,,15.3,,12,,0,,PL-ZP
251210210,GRABOWIEC,2015,11,43.4,,1,,11.1,,15,,0,,PL-ZP
251210210,GRABOWIEC,2015,12,15.2,,2,,4.7,,13,,0,,PL-ZP
252150020,DOBIEGNIEW,2015,01,50.4,,6,,8.0,,08,,0,,PL-LB
252150020,DOBIEGNIEW,2015,02,8.8,,7,,2.6,,03,,0,,PL-LB
252150020,DOBIEGNIEW,2015,03,48.1,,5,,14.4,,31,,0,,PL-LB
252150020,DOBIEGNIEW,2015,04,18.0,,1,,6.3,,28,,0,,PL-LB
252150020,DOBIEGNIEW,2015,05,16.9,,0,,7.0,,12,,0,,PL-LB
252150020,DOBIEGNIEW,2015,06,51.9,,0,,22.8,,23,,0,,PL-LB
252150020,DOBIEGNIEW,2015,07,55.1,,0,,11.9,,13,,0,,PL-LB
252150020,DOBIEGNIEW,2015,08,19.2,,0,,8.0,,23,,0,,PL-LB
252150020,DOBIEGNIEW,2015,09,58.3,,0,,17.8,,01,,0,,PL-LB
252150020,DOBIEGNIEW,2015,10,32.3,,0,,14.2,,15,,0,,PL-LB
252150020,DOBIEGNIEW,2015,11,62.4,,2,,9.8,,18,,0,,PL-LB
252150020,DOBIEGNIEW,2015,12,40.3,,0,,9.1,,12,,0,,PL-LB
252160210,KONOJAD,2015,01,31.7,,11,,4.8,,08,,0,,PL-WP
252160210,KONOJAD,2015,02,5.8,,4,,2.6,,07,,0,,PL-WP
252160210,KONOJAD,2015,03,39.5,,4,,9.1,,29,,0,,PL-WP
252160210,KONOJAD,2015,04,16.5,,2,,5.6,,02,,0,,PL-WP
252160210,KONOJAD,2015,05,14.8,,0,,5.3,,09,,0,,PL-WP
252160210,KONOJAD,2015,06,55.1,,0,,8.8,,22,,0,,PL-WP
252160210,KONOJAD,2015,07,93.4,,0,,33.2,,22,,0,,PL-WP
252160210,KONOJAD,2015,08,24.8,,0,,9.9,,08,,0,,PL-WP
252160210,KONOJAD,2015,09,20.8,,0,,6.5,,10,,0,,PL-WP
252160210,KONOJAD,2015,10,20.6,,0,,10.1,,15,,0,,PL-WP
252160210,KONOJAD,2015,11,49.0,,2,,12.6,,15,,0,,PL-WP
252160210,KONOJAD,2015,12,27.0,,1,,8.0,,12,,0,,PL-WP
252170010,ZALESIE,2015,01,28.6,,8,,8.7,,08,,0,,PL-LU
252170010,ZALESIE,2015,02,12.1,,3,,5.9,,07,,0,,PL-LU
252170010,ZALESIE,2015,03,35.6,,3,,8.9,,29,,0,,PL-LU
252170010,ZALESIE,2015,04,19.8,,2,,5.1,,27,,0,,PL-LU
252170010,ZALESIE,2015,05,18.3,,0,,4.2,,20,,0,,PL-LU
252170010,ZALESIE,2015,06,55.9,,0,,15.2,,12,,0,,PL-LU
252170010,ZALESIE,2015,07,85.5,,0,,26.7,,22,,0,,PL-LU
252170010,ZALESIE,2015,08,10.0,,0,,4.6,,08,,0,,PL-LU
252170010,ZALESIE,2015,09,52.6,,0,,22.5,,01,,0,,PL-LU
252170010,ZALESIE,2015,10,20.8,,0,,6.1,,18,,0,,PL-LU
252170010,ZALESIE,2015,11,39.5,,0,,7.6,,15,,0,,PL-LU
252170010,ZALESIE,2015,12,29.1,,1,,5.7,,12,,0,,PL-LU
252170050,BOBROWNIKI,2015,01,35.4,,10,,7.3,,08,,0,,PL-LD
252170050,BOBROWNIKI,2015,02,10.3,,5,,4.2,,07,,0,,PL-LD
252170050,BOBROWNIKI,2015,03,36.8,,1,,13.0,,29,,0,,PL-LD
252170050,BOBROWNIKI,2015,04,14.9,,0,,5.0,,27,,0,,PL-LD
252170050,BOBROWNIKI,2015,05,25.2,,0,,7.1,,09,,0,,PL-LD
252170050,BOBROWNIKI,2015,06,58.7,,0,,14.0,,22,,0,,PL-LD
252170050,BOBROWNIKI,2015,07,68.3,,0,,16.1,,22,,0,,PL-LD
252170050,BOBROWNIKI,2015,08,19.0,,0,,15.4,,08,,0,,PL-LD
252170050,BOBROWNIKI,2015,09,48.7,,0,,16.4,,08,,0,,PL-LD
252170050,BOBROWNIKI,2015,10,21.7,,0,,5.7,,15,16,0,,PL-LD
252170050,BOBROWNIKI,2015,11,43.0,,0,,9.0,,29,,0,,PL-LD
252170050,BOBROWNIKI,2015,12,27.4,,0,,5.5,,12,,0,,PL-LD
252170070,SZELEJEWO,2015,01,24.7,,7,,5.8,,08,,0,,PL-KP
252170070,SZELEJEWO,2015,02,7.5,,3,,3.5,,07,,0,,PL-KP
252170070,SZELEJEWO,2015,03,38.1,,4,,9.0,,29,31,0,,PL-KP
252170070,SZELEJEWO,2015,04,26.3,,4,,9.3,,27,,0,,PL-KP
252170070,SZELEJEWO,2015,05,22.2,,0,,5.9,,12,,0,,PL-KP
252170070,SZELEJEWO,2015,06,54.3,,0,,13.5,,12,,0,,PL-KP
252170070,SZELEJEWO,2015,07,59.7,,0,,18.0,,22,,0,,PL-KP
252170070,SZELEJEWO,2015,08,7.6,,0,,3.2,,08,,0,,PL-KP
252170070,SZELEJEWO,2015,09,33.6,,0,,8.1,,06,,0,,PL-KP
252170070,SZELEJEWO,2015,10,19.4,,0,,6.4,,15,,0,,PL-KP
252170070,SZELEJEWO,2015,11,37.6,,0,,8.5,,15,,0,,PL-KP
252170070,SZELEJEWO,2015,12,14.6,,0,,3.9,,13,,0,,PL-KP
252170090,TRZEMESZNO,2015,01,37.1,,10,,6.6,,08,,0,,PL-SL
252170090,TRZEMESZNO,2015,02,21.7,,4,,10.6,,07,,0,,PL-SL
252170090,TRZEMESZNO,2015,03,46.1,,5,,11.5,,31,,0,,PL-SL
252170090,TRZEMESZNO,2015,04,30.1,,4,,12.8,,27,,0,,PL-SL
252170090,TRZEMESZNO,2015,05,23.1,,0,,7.4,,20,,0,,PL-SL
252170090,TRZEMESZNO,2015,06,61.6,,0,,14.6,,12,,0,,PL-SL
252170090,TRZEMESZNO,2015,07,133.1,,0,,32.8,,19,,0,,PL-SL
252170090,TRZEMESZNO,2015,08,18.7,,0,,9.8,,12,,0,,PL-SL
252170090,TRZEMESZNO,2015,09,39.8,,0,,15.1,,06,,0,,PL-SL
252170090,TRZEMESZNO,2015,10,26.2,,0,,8.3,,15,,0,,PL-SL
252170090,TRZEMESZNO,2015,11,48.4,,1,,11.8,,15,,0,,PL-SL
252170090,TRZEMESZNO,2015,12,25.8,,0,,4.1,,12,,0,,PL-SL
252170130,GRUSZCZYN,2015,01,27.5,,6,,7.5,,08,,0,,PL-DS
252170130,GRUSZCZYN,2015,02,12.4,,4,,3.2,,07,,0,,PL-DS
252170130,GRUSZCZYN,2015,03,35.8,,2,,10.5,,31,,0,,PL-DS
252170130,GRUSZCZYN,2015,04,29.2,,2,,13.4,,27,,0,,PL-DS
252170130,GRUSZCZYN,2015,05,20.4,,0,,13.7,,09,,0,,PL-DS
252170130,GRUSZCZYN,2015,06,87.5,,0,,17.8,,27,,0,,PL-DS
252170130,GRUSZCZYN,2015,07,97.8,,0,,39.4,,22,,0,,PL-DS
252170130,GRUSZCZYN,2015,08,17.1,,0,,8.2,,15,,0,,PL-DS
252170130,GRUSZCZYN,2015,09,21.4,,0,,7.2,,06,,0,,PL-DS
252170130,GRUSZCZYN,2015,10,28.5,,0,,6.4,,15,,0,,PL-DS
252170130,GRUSZCZYN,2015,11,68.3,,1,,11.8,,15,,0,,PL-DS
252170130,GRUSZCZYN,2015,12,30.1,,0,,7.8,,18,,0,,PL-DS
252180030,CZERNIKOWO,2015,01,36.7,,6,,7.6,,08,,0,,PL-SK
252180030,CZERNIKOWO,2015,02,15.7,,7,,3.1,,07,,0,,PL-SK
252180030,CZERNIKOWO,2015,03,31.1,,2,,8.1,,30,,0,,PL-SK
252180030,CZERNIKOWO,2015,04,22.9,,2,,8.2,,01,,0,,PL-SK
252180030,CZERNIKOWO,2015,05,26.5,,0,,12.1,,20,,0,,PL-SK
252180030,CZERNIKOWO,2015,06,46.0,,0,,15.7,,12,,0,,PL-SK
252180030,CZERNIKOWO,2015,07,96.8,,0,,23.4,,25,,0,,PL-SK
252180030,CZERNIKOWO,2015,08,5.7,,0,,3.4,,25,,0,,PL-SK
252180030,CZERNIKOWO,2015,09,55.2,,0,,16.8,,04,,0,,PL-SK
252180030,CZERNIKOWO,2015,10,40.8,,1,,13.2,,18,,0,,PL-SK
252180030,CZERNIKOWO,2015,11,43.8,,0,,5.2,,07,,0,,PL-SK
252180030,CZERNIKOWO,2015,12,29.4,,1,,5.9,,12,,0,,PL-SK
252180110,STRZELNO,2015,01,36.8,,8,,7.8,,08,,0,,PL-OP
252180110,STRZELNO,2015,02,16.1,,4,,6.5,,07,,0,,PL-OP
252180110,STRZELNO,2015,03,36.2,,5,,10.5,,31,,0,,PL-OP
252180110,STRZELNO,2015,04,19.9,,0,,4.9,,01,,0,,PL-OP
252180110,STRZELNO,2015,05,21.5,,0,,10.0,,20,,0,,PL-OP
252180110,STRZELNO,2015,06,56.0,,0,,13.8,,12,,0,,PL-OP
252180110,STRZELNO,2015,07,127.3,,0,,43.4,,25,,0,,PL-OP
252180110,STRZELNO,2015,08,49.5,,0,,35.4,,15,,0,,PL-OP
252180110,STRZELNO,2015,09,26.7,,0,,12.1,,14,,0,,PL-OP
252180110,STRZELNO,2015,10,28.8,,1,,6.7,,12,,0,,PL-OP
252180110,STRZELNO,2015,11,47.0,,0,,8.5,,15,,0,,PL-OP
252180110,STRZELNO,2015,12,18.1,,0,,4.5,,13,,0,,PL-OP
252200050,WINNICA,2015,01,53.3,,18,,7.2,,30,,0,,PL-MZ
252200050,WINNICA,2015,02,7.3,,5,,2.0,,09,,0,,PL-MZ
252200050,WINNICA,2015,03,45.2,,6,,10.4,,31,,0,,PL-MZ
252200050,WINNICA,2015,04,25.3,,5,,14.7,,28,,0,,PL-MZ
252200050,WINNICA,2015,05,37.3,,0,,11.3,,06,,0,,PL-MZ
252200050,WINNICA,2015,06,15.9,,0,,5.2,,12,,0,,PL-MZ
252200050,WINNICA,2015,07,50.8,,0,,17.7,,25,,0,,PL-MZ
252200050,WINNICA,2015,08,2.9,,0,,2.9,,25,,0,,PL-MZ
252200050,WINNICA,2015,09,46.7,,0,,12.0,,06,,0,,PL-MZ
252200050,WINNICA,2015,10,41.9,,0,,18.5,,17,,0,,PL-MZ
252200050,WINNICA,2015,11,52.9,,2,,7.2,,07,,0,,PL-MZ
252200050,WINNICA,2015,12,23.4,,1,,6.9,,13,,0,,PL-MZ
253190090,DZIARNY,2015,01,45.2,,11,,10.6,,08,,0,,PL-WN
253190090,DZIARNY,2015,02,12.4,,4,,3.0,,07,,0,,PL-WN
253190090,DZIARNY,2015,03,43.7,,5,,13.1,,31,,0,,PL-WN
253190090,DZIARNY,2015,04,25.2,,5,,3.9,,27,,0,,PL-WN
253190090,DZIARNY,2015,05,27.6,,0,,12.7,,20,,0,,PL-WN
253190090,DZIARNY,2015,06,40.0,,0,,9.5,,12,,0,,PL-WN
253190090,DZIARNY,2015,07,109.0,,0,,37.6,,13,,0,,PL-WN
253190090,DZIARNY,2015,08,12.7,,0,,5.5,,25,,0,,PL-WN
253190090,DZIARNY,2015,09,65.0,,0,,15.1,,07,,0,,PL-WN
253190090,DZIARNY,2015,10,33.8,,0,,13.4,,17,,0,,PL-WN
253190090,DZIARNY,2015,11,64.3,,0,,9.7,,18,,0,,PL-WN
253190090,DZIARNY,2015,12,68.5,,4,,22.8,,26,,0,,PL-WN
253190170,KOSTKOWO,2015,01,41.0,,13,,8.1,,08,,0,,PL-PM
253190170,KOSTKOWO,2015,02,14.7,,7,,4.0,,18,,0,,PL-PM
253190170,KOSTKOWO,2015,03,42.6,,3,,9.5,,31,,0,,PL-PM
253190170,KOSTKOWO,2015,04,29.6,,4,,5.6,,28,,0,,PL-PM
253190170,KOSTKOWO,2015,05,22.1,,0,,5.0,,12,,0,,PL-PM
253190170,KOSTKOWO,2015,06,36.8,,0,,10.7,,12,,0,,PL-PM
253190170,KOSTKOWO,2015,07,101.3,,0,,29.1,,23,,0,,PL-PM
253190170,KOSTKOWO,2015,08,8.7,,0,,5.3,,25,,0,,PL-PM
253190170,KOSTKOWO,2015,09,56.8,,0,,17.9,,06,,0,,PL-PM
253190170,KOSTKOWO,2015,10,31.0,,0,,11.4,,17,,0,,PL-PM
253190170,KOSTKOWO,2015,11,63.3,,2,,9.9,,09,,0,,PL-PM
253190170,KOSTKOWO,2015,12,49.6,,2,,9.6,,21,,0,,PL-PM
253210010,SIEDLISKA,2015,01,64.2,,14,,12.6,,09,,0,,PL-PD
253210010,SIEDLISKA,2015,02,18.9,,3,,6.7,,07,,0,,PL-PD
253210010,SIEDLISKA,2015,03,52.0,,3,,24.6,,27,,0,,PL-PD
253210010,SIEDLISKA,2015,04,36.1,,5,,7.7,,01,,0,,PL-PD
253210010,SIEDLISKA,2015,05,49.3,,0,,10.1,,10,,0,,PL-PD
253210010,SIEDLISKA,2015,06,32.6,,0,,8.5,,20,,0,,PL-PD
253210010,SIEDLISKA,2015,07,70.1,,0,,19.9,,19,,0,,PL-PD
253210010,SIEDLISKA,2015,08,12.9,,0,,10.2,,25,,0,,PL-PD
253210010,SIEDLISKA,2015,09,84.1,,0,,31.1,,01,,0,,PL-PD
253210010,SIEDLISKA,2015,10,14.9,,0,,6.5,,18,,0,,PL-PD
253210010,SIEDLISKA,2015,11,118.4,,1,,15.1,,10,,0,,PL-PD
253210010,SIEDLISKA,2015,12,54.5,,2,,13.1,,26,,0,,PL-PD
