Kod_stacji,Nazwa_stacji,Rok,Miesiąc,Miesięczna_suma_opadów_[mm],Status_pomiaru_SUMM,Liczba_dni_z_opadem_śniegu,Status_pomiaru_LDS,Opad_maksymalny_[mm],Status_pomiaru_MAXO,Dzień_pierwszy_wystąpienia_opadu_maksymalnego,Dzień_ostatni_wystąpienia_opadu_maksymalnego,Liczba_dni_z_pokrywą_śnieżną,Status_pomiaru_LDPS,Region
250160420,PASTERKA,2012,01,127.8,,16,,20.1,,05,,0,,PL-PK
250160420,PASTERKA,2012,02,53.8,,14,,12.6,,15,,0,,PL-PK
250160420,PASTERKA,2012,03,8.6,,5,,2.0,,29,,0,,PL-PK
250160420,PASTERKA,2012,04,57.2,,4,,21.1,,24,,0,,PL-PK
250160420,PASTERKA,2012,05,61.3,,0,,14.0,,31,,0,,PL-PK
250160420,PASTERKA,2012,06,82.3,,0,,20.0,,10,,0,,PL-PK
250160420,PASTERKA,2012,07,158.3,,0,,36.7,,03,,0,,PL-PK
250160420,PASTERKA,2012,08,103.0,,0,,30.0,,31,,0,,PL-PK
250160420,PASTERKA,2012,09,81.9,,0,,39.1,,12,,0,,PL-PK
250160420,PASTERKA,2012,10,83.3,,5,,20.1,,27,,0,,PL-PK
250160420,PASTERKA,2012,11,37.3,,2,,11.2,,04,,0,,PL-PK
250160420,PASTERKA,2012,12,34.3,,10,,12.3,,09,,0,,PL-PK
251170040,SZELEJEWO,2012,01,62.8,,2,,13.8,,05,,0,,PL-KP
251170040,SZELEJEWO,2012,02,35.8,,5,,8.2,,28,,0,,PL-KP
251170040,SZELEJEWO,2012,03,6.6,,0,,1.4,,10,,0,,PL-KP
251170040,SZELEJEWO,2012,04,22.0,,0,,5.6,,15,,0,,PL-KP
251170040,SZELEJEWO,2012,05,65.0,,0,,26.3,,03,,0,,PL-KP
251170040,SZELEJEWO,2012,06,86.2,,0,,20.2,,13,,0,,PL-KP
251170040,SZELEJEWO,2012,07,107.1,,0,,18.7,,29,,0,,PL-KP
251170040,SZELEJEWO,2012,08,87.9,,0,,15.4,,03,,0,,PL-KP
251170040,SZELEJEWO,2012,09,48.5,,0,,21.8,,12,,0,,PL-KP
251170040,SZELEJEWO,2012,10,36.1,,0,,9.2,,16,,0,,PL-KP
251170040,SZELEJEWO,2012,11,42.7,,0,,10.6,,29,,0,,PL-KP
251170040,SZELEJEWO,2012,12,19.8,,3,,6.0,,23,,0,,PL-KP
251210210,GRABOWIEC,2012,01,38.2,,15,,9.2,,05,,0,,PL-ZP
251210210,GRABOWIEC,2012,02,15.9,,10,,3.7,,17,,0,,PL-ZP
251210210,GRABOWIEC,2012,03,22.3,,4,,9.1,,30,,0,,PL-ZP
251210210,GRABOWIEC,2012,04,46.6,,1,,19.4,,15,,0,,PL-ZP
251210210,GRABOWIEC,2012,05,26.6,,0,,7.7,,16,,0,,PL-ZP
251210210,GRABOWIEC,2012,06,43.3,,0,,10.3,,13,,0,,PL-ZP
251210210,GRABOWIEC,2012,07,57.0,,0,,27.7,,01,,0,,PL-ZP
251210210,GRABOWIEC,2012,08,51.6,,0,,18.4,,06,,0,,PL-ZP
251210210,GRABOWIEC,2012,09,20.9,,0,,5.7,,12,,0,,PL-ZP
251210210,GRABOWIEC,2012,10,75.4,,4,,29.0,,27,,0,,PL-ZP
