region,area,dt/ha,dt
Polska,6 037,"15,7",94 896
Dolnośląskie,260,"12,8",3 328
Kujawsko-pomorskie,105,"15,6",1 636
Lubelskie,420,"14,9",6 262
Lubuskie,1 183,6,7 109
Łódzkie,91,"13,1",1 192
Małopolskie,-,-,-
Mazowieckie,503,"16,6",8 361
Opolskie,40,"15,7",628
Podkarpackie,453,14,6 331
Podlaskie,59,"11,4",671
Pomorskie,-,-,-
Śląskie,10,"14,1",141
Świętokrzyskie,2 708,"20,9",56 700
Warmińsko-mazurskie,-,-,-
Wielkopolskie,131,"16,5",2 162
Zachodniopomorskie,75,5,375
