region,area,dt/ha,dt
Polska,1682,19,31987
Dolnośląskie,11,12,132
Kujawsko-pomorskie,244,"18,4",4490
Lubelskie,151,"15,1",2280
Lubuskie,92,"13,9",1275
Łódzkie,160,"10,3",1653
Małopolskie,-,-,-
Mazowieckie,37,"13,1",485
Opolskie,73,"15,9",1161
Podkarpackie,96,"13,1",1258
Podlaskie,-,-,-
Pomorskie,2,-,-
Śląskie,1,14,14
Świętokrzyskie,773,"23,9",18481
Warmińsko-mazurskie,17,30,510
Wielkopolskie,25,"9,9",248
Zachodniopomorskie,-,-,-
