region,area,dt/ha,dt
Polska,4 611,"11,2",51 850
Dolnośląskie,89,"10,6",941
Kujawsko-pomorskie,48,"11,8",566
Lubelskie,196,"8,1",1 585
Lubuskie,916,"3,5",3 205
Łódzkie,501,"11,1",5 582
Małopolskie,10,20,200
Mazowieckie,217,"10,4",2 265
Opolskie,15,"14,6",219
Podkarpackie,364,"11,7",4 247
Podlaskie,-,-,-
Pomorskie,-,-,-
Śląskie,1,12,12
Świętokrzyskie,2 202,"14,7",32 426
Warmińsko-mazurskie,-,-,-
Wielkopolskie,52,"11,6",602
Zachodniopomorskie,-,-,-
