region,area,dt/ha,dt
Polska,7 465,"16,3",121 422
Dolnośląskie,582,"8,2",4 779
Kujawsko-pomorskie,83,"16,5",1 371
Lubelskie,445,"14,1",6 293
Lubuskie,1 536,11,16 942
Łódzkie,134,13,1 742
Małopolskie,-,-,-
Mazowieckie,1 266,"19,9",25 194
Opolskie,26,"14,1",367
Podkarpackie,440,13,5 725
Podlaskie,42,"9,6",404
Pomorskie,4,"22,5",90
Śląskie,26,16,416
Świętokrzyskie,2 799,"20,2",56 614
Warmińsko-mazurskie,-,-,-
Wielkopolskie,77,"19,3",1 485
Zachodniopomorskie,5,-,-
