region,area,dt/ha,dt
Polska,3 958,"17,9",70 659
Dolnośląskie,76,"16,4",1 249
Kujawsko-pomorskie,81,"14,9",1 206
Lubelskie,254,15,3 810
Lubuskie,491,"17,8",8 757
Łódzkie,128,20,2 557
Małopolskie,4,16,64
Mazowieckie,171,"16,9",2 895
Opolskie,22,"18,2",400
Podkarpackie,243,"11,4",2 774
Podlaskie,1,9,9
Pomorskie,23,"2,6",60
Śląskie,14,"13,7",192
Świętokrzyskie,2 127,20,42 545
Warmińsko-mazurskie,-,-,-
Wielkopolskie,293,"12,8",3 749
Zachodniopomorskie,29,"13,5",392
