region,area,dt/ha,dt
Polska,3413,"20,3",69351
Dolnośląskie,48,"8,9",428
Kujawsko-pomorskie,461,"19,9",9174
Lubelskie,151,"14,8",2235
Lubuskie,597,"22,4",13348
Łódzkie,233,"22,6",5266
Małopolskie,-,-,-
Mazowieckie,89,"19,4",1724
Opolskie,64,"18,1",1158
Podkarpackie,154,13,2002
Podlaskie,-,-,-
Pomorskie,16,-,-
Śląskie,-,-,-
Świętokrzyskie,1566,"21,4",33530
Warmińsko-mazurskie,1,25,25
Wielkopolskie,33,14,461
Zachodniopomorskie,-,-,-
